Name,Locality,Popularity,Price,Rating,Bike_Station_Coordinates,bikes,Place_Type
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.791154,-80.137748",3,Bar
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.791154,-80.137748",3,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.791154,-80.137748",3,Restaurant
Havana 1957,Miami Beach,0.97550488,2.0,8.1,"25.791154,-80.137748",3,Restaurant
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.791154,-80.137748",3,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.791154,-80.137748",3,Bar
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.790727,-80.138923",3,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.790727,-80.138923",3,Bar
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.790727,-80.138923",3,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.790727,-80.138923",3,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.790727,-80.138923",3,Restaurant
Mila,Miami Beach,0.99811576,2.0,8.9,"25.790727,-80.138923",3,Bar
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.790727,-80.138923",3,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.790727,-80.138923",3,Bar
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.790727,-80.138923",3,Bar
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.7917516,-80.1400728",0,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.7917516,-80.1400728",0,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.7917516,-80.1400728",0,Bar
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.7917516,-80.1400728",0,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.7917516,-80.1400728",0,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.7917516,-80.1400728",0,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.7917516,-80.1400728",0,Bar
Mila,Miami Beach,0.99811576,2.0,8.9,"25.7917516,-80.1400728",0,Bar
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.7917516,-80.1400728",0,Bar
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.79034,-80.142303",9,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.79034,-80.142303",9,Bar
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.79034,-80.142303",9,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.79034,-80.142303",9,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.79034,-80.142303",9,Restaurant
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.79034,-80.142303",9,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.79034,-80.142303",9,Bar
Abbey Brewing Company,Miami Beach,0.976036332,2.0,8.5,"25.79034,-80.142303",9,Bar
Stiltsville Fish Bar,Miami Beach,0.949125519,4.0,8.8,"25.79034,-80.142303",9,Bar
The Lido Bayside Grill,Miami Beach,0.967919606,3.0,8.3,"25.791421,-80.148155",12,Restaurant
Stiltsville Fish Bar,Miami Beach,0.949125519,4.0,8.8,"25.791421,-80.148155",12,Bar
Panther Coffee Sunset Harbour,Miami Beach,0.975939704,2.0,8.7,"25.791421,-80.148155",12,Café
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.791421,-80.148155",12,Restaurant
Lucali,Miami Beach,0.974683544,2.0,9.0,"25.791421,-80.148155",12,Restaurant
True Loaf Bakery,Miami Beach,0.974055464,1.0,8.8,"25.791421,-80.148155",12,Bakery
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.791421,-80.148155",12,Bar
Sushi Garage,Miami Beach,0.961010726,2.0,8.5,"25.791421,-80.148155",12,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.791421,-80.148155",12,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.791421,-80.148155",12,Restaurant
Stiltsville Fish Bar,Miami Beach,0.949125519,4.0,8.8,"25.793401,-80.1444",13,Bar
Panther Coffee Sunset Harbour,Miami Beach,0.975939704,2.0,8.7,"25.793401,-80.1444",13,Café
True Loaf Bakery,Miami Beach,0.974055464,1.0,8.8,"25.793401,-80.1444",13,Bakery
Lucali,Miami Beach,0.974683544,2.0,9.0,"25.793401,-80.1444",13,Restaurant
Sushi Garage,Miami Beach,0.961010726,2.0,8.5,"25.793401,-80.1444",13,Restaurant
Sardinia Enoteca Ristorante,Miami Beach,0.942699778,2.0,8.0,"25.793401,-80.1444",13,Restaurant
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.793401,-80.1444",13,Restaurant
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.793401,-80.1444",13,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.793401,-80.1444",13,Restaurant
Mila,Miami Beach,0.99811576,2.0,8.9,"25.792573,-80.134979",11,Bar
Starbucks,Miami Beach,0.996086578,1.0,8.2,"25.792573,-80.134979",11,Café
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.792573,-80.134979",11,Bakery
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.792573,-80.134979",11,Restaurant
Full Bloom Cafe,Miami Beach,0.969707218,2.0,8.6,"25.792573,-80.134979",11,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.792573,-80.134979",11,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.792573,-80.134979",11,Bar
Mila,Miami Beach,0.99811576,2.0,8.9,"25.794751,-80.135571",4,Bar
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.794751,-80.135571",4,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.794751,-80.135571",4,Restaurant
Sweet Liberty Drinks & Supply Company,Miami Beach,0.987003575,3.0,8.8,"25.794751,-80.135571",4,Bar
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.794751,-80.135571",4,Bakery
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.957628756,2.0,8.5,"25.794751,-80.135571",4,Bar
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.794751,-80.135571",4,Bar
Full Bloom Cafe,Miami Beach,0.969707218,2.0,8.6,"25.794751,-80.135571",4,Restaurant
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.792316,-80.129287",1,Bakery
Dolce Italian Miami,Miami Beach,0.973524012,3.0,8.5,"25.792316,-80.129287",1,Restaurant
Full Bloom Cafe,Miami Beach,0.969707218,2.0,8.6,"25.792316,-80.129287",1,Restaurant
Casa Tua Restaurant,Miami Beach,0.965552227,3.0,8.2,"25.792316,-80.129287",1,Restaurant
Sweet Liberty Drinks & Supply Company,Miami Beach,0.987003575,3.0,8.8,"25.792316,-80.129287",1,Bar
Joe The Juice Miami,Miami Beach,0.980722775,1.0,8.6,"25.792316,-80.129287",1,Café
Byblos Miami,Miami Beach,0.985022708,4.0,8.6,"25.792316,-80.129287",1,Restaurant
Sweet Liberty Drinks & Supply Company,Miami Beach,0.987003575,3.0,8.8,"25.794,-80.129013",7,Bar
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.794,-80.129013",7,Bakery
Dolce Italian Miami,Miami Beach,0.973524012,3.0,8.5,"25.794,-80.129013",7,Restaurant
Jaya,Miami Beach,0.974345347,2.0,8.3,"25.794,-80.129013",7,Restaurant
Full Bloom Cafe,Miami Beach,0.969707218,2.0,8.6,"25.794,-80.129013",7,Restaurant
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.957628756,2.0,8.5,"25.794,-80.129013",7,Bar
Casa Tua Restaurant,Miami Beach,0.965552227,3.0,8.2,"25.794,-80.129013",7,Restaurant
Mynt Lounge,Miami Beach,0.949705286,4.0,8.0,"25.794,-80.129013",7,Restaurant
Mr Chow,Miami Beach,0.994685477,4.0,8.3,"25.794,-80.129013",7,Restaurant
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.957628756,2.0,8.5,"25.798194,-80.131951",7,Bar
Sweet Liberty Drinks & Supply Company,Miami Beach,0.987003575,3.0,8.8,"25.798194,-80.131951",7,Bar
Villa Azur,Miami Beach,0.967871292,4.0,8.5,"25.798194,-80.131951",7,Restaurant
Ola,Miami Beach,0.891535414,4.0,8.6,"25.798194,-80.131951",7,Restaurant
Jaya,Miami Beach,0.974345347,2.0,8.3,"25.798194,-80.131951",7,Restaurant
Habitat,Miami Beach,0.982075563,3.0,8.5,"25.798194,-80.131951",7,Restaurant
Mr Chow,Miami Beach,0.994685477,4.0,8.3,"25.798194,-80.131951",7,Restaurant
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.798194,-80.131951",7,Bakery
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.794822,-80.139358",1,Restaurant
Lucali,Miami Beach,0.974683544,2.0,9.0,"25.794822,-80.139358",1,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.794822,-80.139358",1,Restaurant
True Loaf Bakery,Miami Beach,0.974055464,1.0,8.8,"25.794822,-80.139358",1,Bakery
Sushi Garage,Miami Beach,0.961010726,2.0,8.5,"25.794822,-80.139358",1,Restaurant
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.794822,-80.139358",1,Restaurant
Panther Coffee Sunset Harbour,Miami Beach,0.975939704,2.0,8.7,"25.794822,-80.139358",1,Café
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.794822,-80.139358",1,Bar
Mila,Miami Beach,0.99811576,2.0,8.9,"25.794822,-80.139358",1,Bar
Lucali,Miami Beach,0.974683544,2.0,9.0,"25.795501,-80.142951",0,Restaurant
True Loaf Bakery,Miami Beach,0.974055464,1.0,8.8,"25.795501,-80.142951",0,Bakery
Panther Coffee Sunset Harbour,Miami Beach,0.975939704,2.0,8.7,"25.795501,-80.142951",0,Café
Stiltsville Fish Bar,Miami Beach,0.949125519,4.0,8.8,"25.795501,-80.142951",0,Bar
Sushi Garage,Miami Beach,0.961010726,2.0,8.5,"25.795501,-80.142951",0,Restaurant
Barceloneta,Miami Beach,0.948062615,3.0,8.0,"25.795501,-80.142951",0,Restaurant
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.795501,-80.142951",0,Restaurant
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.795501,-80.142951",0,Restaurant
Sardinia Enoteca Ristorante,Miami Beach,0.942699778,2.0,8.0,"25.795501,-80.142951",0,Restaurant
Lucali,Miami Beach,0.974683544,2.0,9.0,"25.79523,-80.14138",4,Restaurant
True Loaf Bakery,Miami Beach,0.974055464,1.0,8.8,"25.79523,-80.14138",4,Bakery
Panther Coffee Sunset Harbour,Miami Beach,0.975939704,2.0,8.7,"25.79523,-80.14138",4,Café
Sushi Garage,Miami Beach,0.961010726,2.0,8.5,"25.79523,-80.14138",4,Restaurant
Stiltsville Fish Bar,Miami Beach,0.949125519,4.0,8.8,"25.79523,-80.14138",4,Bar
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.79523,-80.14138",4,Restaurant
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.79523,-80.14138",4,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.79523,-80.14138",4,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.79523,-80.14138",4,Bar
Sweet Liberty Drinks & Supply Company,Miami Beach,0.987003575,3.0,8.8,"25.796314,-80.128517",1,Bar
Jaya,Miami Beach,0.974345347,2.0,8.3,"25.796314,-80.128517",1,Restaurant
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.957628756,2.0,8.5,"25.796314,-80.128517",1,Bar
Mr Chow,Miami Beach,0.994685477,4.0,8.3,"25.796314,-80.128517",1,Restaurant
Villa Azur,Miami Beach,0.967871292,4.0,8.5,"25.796314,-80.128517",1,Restaurant
Mynt Lounge,Miami Beach,0.949705286,4.0,8.0,"25.796314,-80.128517",1,Restaurant
Habitat,Miami Beach,0.982075563,3.0,8.5,"25.796314,-80.128517",1,Restaurant
Rosetta Bakery,Miami Beach,0.985457532,2.0,9.0,"25.796314,-80.128517",1,Bakery
Mr Chow,Miami Beach,0.994685477,4.0,8.3,"25.7968314,-80.1274238",5,Restaurant
Sweet Liberty Drinks & Supply Company,Miami Beach,0.987003575,3.0,8.8,"25.7968314,-80.1274238",5,Bar
Jaya,Miami Beach,0.974345347,2.0,8.3,"25.7968314,-80.1274238",5,Restaurant
Ola,Miami Beach,0.891535414,4.0,8.6,"25.7968314,-80.1274238",5,Restaurant
Villa Azur,Miami Beach,0.967871292,4.0,8.5,"25.7968314,-80.1274238",5,Restaurant
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.957628756,2.0,8.5,"25.7968314,-80.1274238",5,Bar
Habitat,Miami Beach,0.982075563,3.0,8.5,"25.7968314,-80.1274238",5,Restaurant
Mynt Lounge,Miami Beach,0.949705286,4.0,8.0,"25.7968314,-80.1274238",5,Restaurant
Ola,Miami Beach,0.891535414,4.0,8.6,"25.798538,-80.128341",3,Restaurant
Villa Azur,Miami Beach,0.967871292,4.0,8.5,"25.798538,-80.128341",3,Restaurant
Habitat,Miami Beach,0.982075563,3.0,8.5,"25.798538,-80.128341",3,Restaurant
Sweet Liberty Drinks & Supply Company,Miami Beach,0.987003575,3.0,8.8,"25.798538,-80.128341",3,Bar
Mr Chow,Miami Beach,0.994685477,4.0,8.3,"25.798538,-80.128341",3,Restaurant
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.957628756,2.0,8.5,"25.798538,-80.128341",3,Bar
Jaya,Miami Beach,0.974345347,2.0,8.3,"25.798538,-80.128341",3,Restaurant
Watr At The 1 Rooftop,Miami Beach,0.978983477,2.0,8.0,"25.798538,-80.128341",3,Bar
Habitat,Miami Beach,0.982075563,3.0,8.5,"25.800083,-80.127029",5,Restaurant
Ola,Miami Beach,0.891535414,4.0,8.6,"25.800083,-80.127029",5,Restaurant
Villa Azur,Miami Beach,0.967871292,4.0,8.5,"25.800083,-80.127029",5,Restaurant
Watr At The 1 Rooftop,Miami Beach,0.978983477,2.0,8.0,"25.800083,-80.127029",5,Bar
Broken Shaker,Miami Beach,0.982220504,2.0,9.4,"25.800083,-80.127029",5,Bar
Twenty Seven,Miami Beach,0.957435501,2.0,8.7,"25.800083,-80.127029",5,Restaurant
Mr Chow,Miami Beach,0.994685477,4.0,8.3,"25.800083,-80.127029",5,Restaurant
Sweet Liberty Drinks & Supply Company,Miami Beach,0.987003575,3.0,8.8,"25.800083,-80.127029",5,Bar
Habitat,Miami Beach,0.982075563,3.0,8.5,"25.80087,-80.125602",14,Restaurant
Broken Shaker,Miami Beach,0.982220504,2.0,9.4,"25.80087,-80.125602",14,Bar
Twenty Seven,Miami Beach,0.957435501,2.0,8.7,"25.80087,-80.125602",14,Restaurant
Starbucks,Miami Beach,0.985215963,1.0,8.7,"25.80087,-80.125602",14,Café
Villa Azur,Miami Beach,0.967871292,4.0,8.5,"25.80087,-80.125602",14,Restaurant
Watr At The 1 Rooftop,Miami Beach,0.978983477,2.0,8.0,"25.80087,-80.125602",14,Bar
Matador Room,Miami Beach,0.955068123,3.0,8.5,"25.80087,-80.125602",14,Restaurant
Mr Chow,Miami Beach,0.994685477,4.0,8.3,"25.80087,-80.125602",14,Restaurant
Broken Shaker,Miami Beach,0.982220504,2.0,9.4,"25.802289,-80.125915",10,Bar
Twenty Seven,Miami Beach,0.957435501,2.0,8.7,"25.802289,-80.125915",10,Restaurant
Starbucks,Miami Beach,0.985215963,1.0,8.7,"25.802289,-80.125915",10,Café
Habitat,Miami Beach,0.982075563,3.0,8.5,"25.802289,-80.125915",10,Restaurant
Ceviches by Divino,Miami Beach,0.975988018,3.0,8.3,"25.802289,-80.125915",10,Restaurant
Matador Room,Miami Beach,0.955068123,3.0,8.5,"25.802289,-80.125915",10,Restaurant
Villa Azur,Miami Beach,0.967871292,4.0,8.5,"25.802289,-80.125915",10,Restaurant
The Living Room - Faena Hotel Miami Beach,Miami Beach,0.956372596,3.0,8.7,"25.802289,-80.125915",10,Bar
Broken Shaker,Miami Beach,0.982220504,2.0,9.4,"25.803857,-80.129386",5,Bar
Twenty Seven,Miami Beach,0.957435501,2.0,8.7,"25.803857,-80.129386",5,Restaurant
Starbucks,Miami Beach,0.985215963,1.0,8.7,"25.803857,-80.129386",5,Café
Habitat,Miami Beach,0.982075563,3.0,8.5,"25.803857,-80.129386",5,Restaurant
Villa Azur,Miami Beach,0.967871292,4.0,8.5,"25.803857,-80.129386",5,Restaurant
Ceviches by Divino,Miami Beach,0.975988018,3.0,8.3,"25.803857,-80.129386",5,Restaurant
Matador Room,Miami Beach,0.955068123,3.0,8.5,"25.803857,-80.129386",5,Restaurant
The Living Room - Faena Hotel Miami Beach,Miami Beach,0.956372596,3.0,8.7,"25.803857,-80.129386",5,Bar
Starbucks,Miami Beach,0.985215963,1.0,8.7,"25.806837,-80.125183",7,Café
Broken Shaker,Miami Beach,0.982220504,2.0,9.4,"25.806837,-80.125183",7,Bar
The Living Room - Faena Hotel Miami Beach,Miami Beach,0.956372596,3.0,8.7,"25.806837,-80.125183",7,Bar
Matador Room,Miami Beach,0.955068123,3.0,8.5,"25.806837,-80.125183",7,Restaurant
Twenty Seven,Miami Beach,0.957435501,2.0,8.7,"25.806837,-80.125183",7,Restaurant
Ceviches by Divino,Miami Beach,0.975988018,3.0,8.3,"25.806837,-80.125183",7,Restaurant
Habitat,Miami Beach,0.982075563,3.0,8.5,"25.806837,-80.125183",7,Restaurant
Los Fuegos by Francis Mallmann,Miami Beach,0.94699971,2.0,7.6,"25.806837,-80.125183",7,Restaurant
Market at EDITION,Miami Beach,0.979998067,1.0,7.5,"25.806837,-80.125183",7,Café
Villa Azur,Miami Beach,0.967871292,4.0,8.5,"25.806837,-80.125183",7,Restaurant
The Living Room - Faena Hotel Miami Beach,Miami Beach,0.956372596,3.0,8.7,"25.809047,-80.123458",11,Bar
Starbucks,Miami Beach,0.985215963,1.0,8.7,"25.809047,-80.123458",11,Café
Broken Shaker,Miami Beach,0.982220504,2.0,9.4,"25.809047,-80.123458",11,Bar
Matador Room,Miami Beach,0.955068123,3.0,8.5,"25.809047,-80.123458",11,Restaurant
Twenty Seven,Miami Beach,0.957435501,2.0,8.7,"25.809047,-80.123458",11,Restaurant
Cecconi's Miami,Miami Beach,0.996569717,3.0,9.1,"25.809047,-80.123458",11,Restaurant
Ceviches by Divino,Miami Beach,0.975988018,3.0,8.3,"25.809047,-80.123458",11,Restaurant
Los Fuegos by Francis Mallmann,Miami Beach,0.94699971,2.0,7.6,"25.809047,-80.123458",11,Restaurant
Cecconi's Miami,Miami Beach,0.996569717,3.0,9.1,"25.812503,-80.123367",16,Restaurant
The Living Room - Faena Hotel Miami Beach,Miami Beach,0.956372596,3.0,8.7,"25.812503,-80.123367",16,Bar
Hakkasan,Miami Beach,0.953860276,4.0,8.7,"25.812503,-80.123367",16,Restaurant
Scarpetta,Miami Beach,0.933326891,4.0,8.5,"25.812503,-80.123367",16,Restaurant
La Côte,Miami Beach,0.97023867,2.0,8.2,"25.812503,-80.123367",16,Restaurant
Broken Shaker,Miami Beach,0.982220504,2.0,9.4,"25.812503,-80.123367",16,Bar
Starbucks,Miami Beach,0.985215963,1.0,8.7,"25.812503,-80.123367",16,Café
Matador Room,Miami Beach,0.955068123,3.0,8.5,"25.812503,-80.123367",16,Restaurant
Twenty Seven,Miami Beach,0.957435501,2.0,8.7,"25.812503,-80.123367",16,Restaurant
Cecconi's Miami,Miami Beach,0.996569717,3.0,9.1,"25.814342,-80.129203",2,Restaurant
Latin Cafe,Miami Beach,0.972895932,2.0,7.6,"25.814342,-80.129203",2,Restaurant
Starbucks,Miami Beach,0.995651754,1.0,8.3,"25.814342,-80.129203",2,Café
Cafe Avanti,Miami Beach,0.939897575,3.0,7.8,"25.814342,-80.129203",2,Restaurant
Hakkasan,Miami Beach,0.953860276,4.0,8.7,"25.814342,-80.129203",2,Restaurant
Tasti Cafe,Miami Beach,0.967194898,1.0,7.4,"25.814342,-80.129203",2,Café
Scarpetta,Miami Beach,0.933326891,4.0,8.5,"25.814342,-80.129203",2,Restaurant
The Living Room - Faena Hotel Miami Beach,Miami Beach,0.956372596,3.0,8.7,"25.814342,-80.129203",2,Bar
La Côte,Miami Beach,0.97023867,2.0,8.2,"25.814342,-80.129203",2,Restaurant
Starbucks,Miami Beach,0.995651754,1.0,8.3,"25.81215,-80.135475",10,Café
Cafe Avanti,Miami Beach,0.939897575,3.0,7.8,"25.81215,-80.135475",10,Restaurant
Subway,Miami Beach,0.947241279,1.0,7.3,"25.81215,-80.135475",10,Restaurant
Grill House,Miami Beach,0.890810706,3.0,7.0,"25.81215,-80.135475",10,Restaurant
Latin Cafe,Miami Beach,0.972895932,2.0,7.6,"25.81215,-80.135475",10,Restaurant
La Provence,Miami Beach,0.936612233,3.0,7.7,"25.81215,-80.135475",10,Bakery
Tasti Cafe,Miami Beach,0.967194898,1.0,7.4,"25.81215,-80.135475",10,Café
Roasters 'N Toasters,Miami Beach,0.97676104,2.0,6.7,"25.81215,-80.135475",10,Restaurant
Chicken Kitchen,Miami Beach,0.960334332,2.0,6.5,"25.81215,-80.135475",10,Restaurant
Starbucks,Miami Beach,0.995651754,1.0,8.3,"25.816658,-80.130546",6,Café
Cecconi's Miami,Miami Beach,0.996569717,3.0,9.1,"25.816658,-80.130546",6,Restaurant
Hakkasan,Miami Beach,0.953860276,4.0,8.7,"25.816658,-80.130546",6,Restaurant
Cafe Avanti,Miami Beach,0.939897575,3.0,7.8,"25.816658,-80.130546",6,Restaurant
Scarpetta,Miami Beach,0.933326891,4.0,8.5,"25.816658,-80.130546",6,Restaurant
Latin Cafe,Miami Beach,0.972895932,2.0,7.6,"25.816658,-80.130546",6,Restaurant
La Côte,Miami Beach,0.97023867,2.0,8.2,"25.816658,-80.130546",6,Restaurant
Tasti Cafe,Miami Beach,0.967194898,1.0,7.4,"25.816658,-80.130546",6,Café
Bleau Bar,Miami Beach,0.982510387,3.0,7.9,"25.816658,-80.130546",6,Bar
Cecconi's Miami,Miami Beach,0.996569717,3.0,9.1,"25.816011,-80.123664",16,Restaurant
Hakkasan,Miami Beach,0.953860276,4.0,8.7,"25.816011,-80.123664",16,Restaurant
Scarpetta,Miami Beach,0.933326891,4.0,8.5,"25.816011,-80.123664",16,Restaurant
La Côte,Miami Beach,0.97023867,2.0,8.2,"25.816011,-80.123664",16,Restaurant
Bleau Bar,Miami Beach,0.982510387,3.0,7.9,"25.816011,-80.123664",16,Bar
The Living Room - Faena Hotel Miami Beach,Miami Beach,0.956372596,3.0,8.7,"25.816011,-80.123664",16,Bar
Vida,Miami Beach,0.944004252,3.0,7.4,"25.816011,-80.123664",16,Restaurant
Hakkasan,Miami Beach,0.953860276,4.0,8.7,"25.820867,-80.122314",25,Restaurant
Scarpetta,Miami Beach,0.933326891,4.0,8.5,"25.820867,-80.122314",25,Restaurant
Cecconi's Miami,Miami Beach,0.996569717,3.0,9.1,"25.820867,-80.122314",25,Restaurant
Nobu,Miami Beach,0.951637839,4.0,7.7,"25.820867,-80.122314",25,Restaurant
La Côte,Miami Beach,0.97023867,2.0,8.2,"25.820867,-80.122314",25,Restaurant
Bleau Bar,Miami Beach,0.982510387,3.0,7.9,"25.820867,-80.122314",25,Bar
Vida,Miami Beach,0.944004252,3.0,7.4,"25.820867,-80.122314",25,Restaurant
Hoshi & Sushi,Miami Beach,0.985312591,2.0,8.0,"25.830375,-80.122238",5,Restaurant
Lola Restaurant & Grill,Miami Beach,0.942168325,2.0,7.6,"25.830375,-80.122238",5,Restaurant
Tiki Bar,Miami Beach,0.841578897,2.0,6.7,"25.830375,-80.122238",5,Bar
Chez Gaston,Miami Beach,0.920861919,2.0,6.3,"25.830375,-80.122238",5,Restaurant
BurgerFi,Miami Beach,0.978838535,1.0,8.1,"25.84666,-80.12078",10,Restaurant
Norman's Tavern,Miami Beach,0.978596966,2.0,8.0,"25.84666,-80.12078",10,Bar
Starbucks,Miami Beach,0.999565175,1.0,7.6,"25.84666,-80.12078",10,Café
Sand Bar Taco Bar,Miami Beach,0.960092763,1.0,7.4,"25.84666,-80.12078",10,Restaurant
Athens Juice Bar,Miami Beach,0.766402551,1.0,7.7,"25.84666,-80.12078",10,Restaurant
Iron Sushi,Miami Beach,0.94009083,1.0,7.2,"25.84666,-80.12078",10,Restaurant
Little Caesars Pizza,Miami,0.945840178,1.0,6.6,"25.84666,-80.12078",10,Restaurant
Juicy Gyros,Miami Beach,0.853898927,2.0,6.7,"25.84666,-80.12078",10,Restaurant
Norman's Tavern,Miami Beach,0.978596966,2.0,8.0,"25.85069,-80.120628",5,Bar
BurgerFi,Miami Beach,0.978838535,1.0,8.1,"25.85069,-80.120628",5,Restaurant
Cafe Prima Pasta,Miami Beach,0.979563243,2.0,9.1,"25.85069,-80.120628",5,Restaurant
Cachito Coffee & Bakery,Miami Beach,0.973427384,1.0,8.6,"25.85069,-80.120628",5,Bakery
Locura Marina Peruvian Restaurant,Miami Beach,0.958208523,2.0,8.5,"25.85069,-80.120628",5,Restaurant
George's Restaurant & Lounge,Miami Beach,0.967146584,3.0,8.5,"25.85069,-80.120628",5,Restaurant
Sand Bar Taco Bar,Miami Beach,0.960092763,1.0,7.4,"25.85069,-80.120628",5,Restaurant
Starbucks,Miami Beach,0.999565175,1.0,7.6,"25.85069,-80.120628",5,Café
Athens Juice Bar,Miami Beach,0.766402551,1.0,7.7,"25.85069,-80.120628",5,Restaurant
El Rancho Grande,Miami Beach,0.961348923,2.0,8.0,"25.85069,-80.120628",5,Restaurant
Cafe Prima Pasta,Miami Beach,0.979563243,2.0,9.1,"25.854211,-80.120712",1,Restaurant
Cachito Coffee & Bakery,Miami Beach,0.973427384,1.0,8.6,"25.854211,-80.120712",1,Bakery
Locura Marina Peruvian Restaurant,Miami Beach,0.958208523,2.0,8.5,"25.854211,-80.120712",1,Restaurant
George's Restaurant & Lounge,Miami Beach,0.967146584,3.0,8.5,"25.854211,-80.120712",1,Restaurant
BurgerFi,Miami Beach,0.978838535,1.0,8.1,"25.854211,-80.120712",1,Restaurant
Athens Juice Bar,Miami Beach,0.766402551,1.0,7.7,"25.854211,-80.120712",1,Restaurant
Norman's Tavern,Miami Beach,0.978596966,2.0,8.0,"25.854211,-80.120712",1,Bar
Taquiza North Beach,Miami Beach,0.983331723,1.0,9.0,"25.854211,-80.120712",1,Restaurant
Starbucks,Miami Beach,0.999565175,1.0,7.6,"25.854211,-80.120712",1,Café
Little Brazil Miami,Miami Beach,0.945453667,2.0,7.8,"25.854211,-80.120712",1,Restaurant
Cafe Prima Pasta,Miami Beach,0.979563243,2.0,9.1,"25.8558358,-80.1232378",10,Restaurant
Cachito Coffee & Bakery,Miami Beach,0.973427384,1.0,8.6,"25.8558358,-80.1232378",10,Bakery
George's Restaurant & Lounge,Miami Beach,0.967146584,3.0,8.5,"25.8558358,-80.1232378",10,Restaurant
Locura Marina Peruvian Restaurant,Miami Beach,0.958208523,2.0,8.5,"25.8558358,-80.1232378",10,Restaurant
